product_id,category,brand,Region,City,Store_Preference,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason
FB000929,Accessories,FabIndia,South,Bangalore,Boutique,Summer,XL,Blue,1409.27,2.2,1378.27,2025-05-26,157,3.6,False,
FB000930,Dresses,Levis,Central,Indore,Flagship,Fall,S,Red,566.34,8.5,518.2,2025-02-17,401,3.5,True,Damaged
FB000931,Shoes,H&M,East,Kolkata,Boutique,Summer,XL,Blue,2909.59,22.4,2257.84,2025-12-01,14,4.2,False,
FB000932,Shoes,H&M,Central,Indore,Outlet,Spring,XL,Green,1017.46,42.9,580.97,2025-09-11,54,3.3,True,
FB000933,Accessories,H&M,Central,Indore,Boutique,Summer,XL,White,725.14,7.1,673.66,2025-04-09,323,4.8,True,Color Mismatch
FB000934,Shoes,Puma,North,Kanpur,Outlet,Fall,L,White,2748.09,45.5,1497.71,2025-04-01,496,4.1,True,Color Mismatch
FB000935,Bottoms,FabIndia,North,Delhi,Boutique,Summer,M,Pink,2380.02,18.5,1939.72,2025-10-31,253,3.8,True,Damaged
FB000936,Dresses,Allen Solly,West,Surat,Flagship,Summer,XS,Black,2593.71,27.3,1885.63,2025-10-20,226,2.4,True,
FB000937,Tops,Zara,Central,Indore,Outlet,Spring,M,Blue,1112.55,35.2,720.93,2025-06-08,128,2.9,True,Size Issue
FB000938,Tops,Zara,West,Nagpur,Outlet,Fall,M,Grey,922.51,39.8,555.35,2025-06-27,139,3.2,False,
FB000939,Outerwear,Nike,South,Hyderabad,Flagship,Summer,M,Green,972.94,41.4,570.14,2025-10-16,434,2.8,False,
FB000940,Accessories,H&M,West,Mumbai,Boutique,Spring,XL,Brown,2822.27,11.3,2503.35,2025-07-22,105,4.8,True,Color Mismatch
FB000941,Tops,Zara,East,Kolkata,Boutique,Winter,L,Green,2531.61,29.8,1777.19,2025-12-11,249,3.3,False,
FB000942,Dresses,Levis,East,Kolkata,Flagship,Summer,XS,Green,2959.22,46.4,1586.14,2025-10-24,346,4.5,False,
FB000943,Dresses,Puma,North,Kanpur,Flagship,Fall,M,Red,1314.91,42.0,762.65,2025-12-18,438,3.4,False,
FB000944,Bottoms,Allen Solly,South,Chennai,Boutique,Fall,XS,Red,2052.21,24.3,1553.52,2025-11-06,454,4.0,True,Size Issue
FB000945,Tops,Levis,East,Kolkata,Boutique,Spring,XS,Green,1493.71,0.8,1481.76,2025-06-10,273,2.5,True,
FB000946,Dresses,H&M,North,Jaipur,Flagship,Summer,S,Brown,2652.26,8.8,2418.86,2025-10-07,440,2.2,True,Damaged
FB000947,Tops,Puma,North,Lucknow,Boutique,Winter,L,Blue,2554.04,18.7,2076.43,2025-09-08,38,4.0,True,
FB000948,Tops,Allen Solly,West,Surat,Outlet,Summer,M,Pink,2112.43,38.8,1292.81,2025-04-11,331,3.2,True,
FB000949,Outerwear,FabIndia,West,Nagpur,Flagship,Summer,XL,Pink,2495.2,23.7,1903.84,2025-11-18,320,4.2,True,Late Delivery
FB000950,Dresses,Levis,South,Bangalore,Flagship,Fall,M,Pink,820.32,11.6,725.16,2025-04-15,450,2.4,False,
FB000951,Tops,Zara,Central,Indore,Outlet,Winter,L,Brown,2526.5,38.7,1548.74,2025-07-06,395,4.2,True,Late Delivery
FB000952,Dresses,H&M,North,Lucknow,Flagship,Summer,S,Black,2321.79,33.3,1548.63,2025-03-11,437,2.8,False,
FB000953,Dresses,H&M,East,Kolkata,Flagship,Spring,L,Red,2327.92,39.4,1410.72,2025-05-18,334,3.5,False,
FB000954,Tops,H&M,Central,Indore,Outlet,Summer,M,White,712.54,43.8,400.45,2025-12-21,281,4.2,True,Size Issue
FB000955,Dresses,Nike,South,Hyderabad,Flagship,Winter,XS,Pink,2160.4,2.0,2117.19,2025-03-26,84,2.8,False,
FB000956,Dresses,Adidas,South,Bangalore,Flagship,Winter,L,White,1062.27,1.7,1044.21,2025-01-04,234,4.3,True,Late Delivery
FB000957,Accessories,Uniqlo,North,Kanpur,Outlet,Summer,L,White,1377.6,42.6,790.74,2025-05-27,340,2.7,True,Size Issue
FB000958,Outerwear,Puma,North,Jaipur,Flagship,Winter,XL,Brown,871.26,49.8,437.37,2025-07-08,238,3.7,True,Damaged
FB000959,Outerwear,Uniqlo,South,Chennai,Flagship,Winter,XS,Red,1659.36,11.4,1470.19,2025-12-30,402,4.2,True,Late Delivery
FB000960,Tops,Allen Solly,West,Surat,Outlet,Summer,L,Grey,2205.83,37.6,1376.44,2025-08-11,231,3.7,True,Damaged
FB000961,Bottoms,Uniqlo,North,Delhi,Outlet,Winter,L,Black,1774.81,42.5,1020.52,2025-06-19,90,2.2,True,Late Delivery
FB000962,Shoes,H&M,South,Chennai,Outlet,Summer,M,Grey,894.61,35.8,574.34,2025-08-02,423,3.7,True,Damaged
FB000963,Accessories,FabIndia,Central,Indore,Outlet,Summer,S,Red,2802.22,50.0,1401.11,2025-06-05,161,4.9,True,Damaged
FB000964,Bottoms,Adidas,West,Nagpur,Boutique,Winter,S,Pink,799.82,21.6,627.06,2025-06-19,11,3.0,False,
FB000965,Tops,Zara,North,Delhi,Outlet,Summer,XL,Green,1791.99,41.9,1041.15,2025-03-02,62,3.5,False,
FB000966,Dresses,Allen Solly,West,Ahmedabad,Flagship,Summer,XL,Pink,2241.48,11.3,1988.19,2025-03-16,67,2.7,True,Damaged
FB000967,Bottoms,FabIndia,West,Surat,Boutique,Summer,M,Blue,636.93,6.3,596.8,2025-07-29,336,2.3,False,
FB000968,Tops,Nike,East,Kolkata,Boutique,Summer,XL,Pink,1812.84,21.0,1432.14,2025-08-24,202,3.4,True,
FB000969,Tops,Nike,West,Ahmedabad,Boutique,Fall,XL,Black,2469.82,17.6,2035.13,2025-09-08,468,2.1,False,
FB000970,Accessories,Puma,East,Kolkata,Boutique,Spring,L,Blue,913.33,19.4,736.14,2025-06-28,231,4.1,False,
FB000971,Accessories,Levis,East,Kolkata,Boutique,Winter,L,Pink,1077.85,14.8,918.33,2025-10-02,200,3.5,True,Color Mismatch
FB000972,Accessories,Uniqlo,North,Delhi,Outlet,Winter,S,Blue,1191.17,33.0,798.08,2025-12-11,25,3.2,True,
FB000973,Bottoms,Allen Solly,North,Kanpur,Boutique,Fall,L,Grey,801.3,24.5,604.98,2025-05-07,268,3.9,True,Late Delivery
FB000974,Tops,Puma,East,Kolkata,Boutique,Winter,M,Black,2297.78,13.8,1980.69,2025-01-20,337,4.0,False,
FB000975,Outerwear,Nike,West,Mumbai,Flagship,Summer,M,Grey,829.48,43.9,465.34,2025-03-19,312,2.2,False,
FB000976,Outerwear,Puma,Central,Indore,Flagship,Summer,L,Brown,1455.5,21.0,1149.85,2025-08-05,429,3.7,False,
FB000977,Tops,FabIndia,South,Chennai,Boutique,Spring,XL,Red,1299.22,16.8,1080.95,2025-01-12,313,3.5,True,Color Mismatch
FB000978,Outerwear,FabIndia,East,Kolkata,Flagship,Winter,M,Blue,895.0,28.4,640.82,2025-09-01,282,4.8,True,Damaged
FB000979,Accessories,Puma,South,Chennai,Boutique,Summer,S,Pink,2149.73,28.5,1537.06,2025-09-14,490,3.6,True,
FB000980,Tops,H&M,East,Kolkata,Boutique,Spring,L,Green,1889.65,18.4,1541.95,2025-11-05,361,3.9,False,
FB000981,Tops,Zara,North,Lucknow,Outlet,Fall,M,Green,856.34,35.4,553.2,2025-10-22,222,2.3,True,Size Issue
FB000982,Tops,Uniqlo,North,Lucknow,Boutique,Summer,S,Black,2870.29,11.7,2534.47,2025-01-07,205,3.1,True,Late Delivery
FB000983,Accessories,Zara,East,Kolkata,Boutique,Fall,L,Brown,1317.38,6.6,1230.43,2025-03-27,472,2.8,False,
FB000984,Tops,Zara,North,Kanpur,Boutique,Summer,XL,Grey,2495.48,0.3,2487.99,2025-04-23,320,3.1,False,
FB000985,Bottoms,Allen Solly,East,Kolkata,Boutique,Fall,XL,Brown,2740.4,9.5,2480.06,2025-08-11,285,2.0,False,
FB000986,Dresses,Uniqlo,North,Lucknow,Flagship,Spring,S,Green,2785.69,18.9,2259.19,2025-02-06,265,4.0,False,
FB000987,Accessories,Allen Solly,East,Kolkata,Outlet,Summer,L,Blue,2769.44,40.7,1642.28,2025-09-18,379,3.7,False,
FB000988,Tops,Uniqlo,East,Kolkata,Boutique,Fall,XL,Grey,1089.54,12.9,948.99,2025-07-02,399,4.5,True,
FB000989,Outerwear,Nike,East,Kolkata,Flagship,Spring,XL,Green,2108.58,10.0,1897.72,2025-10-18,247,3.1,False,
FB000990,Shoes,FabIndia,East,Kolkata,Boutique,Summer,XL,Green,1013.1,27.9,730.45,2025-08-10,162,3.5,True,Color Mismatch
FB000991,Tops,Puma,Central,Indore,Boutique,Summer,L,White,2958.45,12.4,2591.6,2025-08-06,211,3.7,True,Damaged
FB000992,Dresses,Levis,East,Kolkata,Flagship,Fall,XS,Grey,1192.27,30.3,831.01,2025-08-13,171,2.1,False,
FB000993,Outerwear,Allen Solly,West,Ahmedabad,Flagship,Summer,S,Pink,1652.49,14.3,1416.18,2025-03-29,177,2.7,True,
FB000994,Accessories,Nike,East,Kolkata,Boutique,Winter,XS,Green,1356.77,2.3,1325.56,2025-03-17,240,4.8,True,Size Issue
FB000995,Dresses,Uniqlo,West,Pune,Flagship,Summer,XL,Black,1353.17,30.7,937.75,2025-01-12,264,3.0,False,
FB000996,Outerwear,FabIndia,South,Hyderabad,Flagship,Summer,XS,Black,1025.69,18.6,834.91,2025-05-30,27,3.6,False,
FB000997,Outerwear,H&M,Central,Indore,Flagship,Winter,M,Red,1608.07,18.2,1315.4,2025-11-06,26,4.0,False,
FB000998,Outerwear,Levis,Central,Indore,Flagship,Summer,L,Pink,1754.58,12.8,1529.99,2025-08-01,313,2.9,False,
FB000999,Dresses,FabIndia,Central,Indore,Flagship,Winter,L,Grey,710.41,48.7,364.44,2025-12-15,404,3.0,True,
FB001000,Tops,Adidas,South,Hyderabad,Boutique,Winter,XL,Brown,2502.17,10.7,2234.44,2025-08-16,27,4.1,False,
FB001001,Tops,H&M,Central,Indore,Boutique,Winter,S,White,698.83,11.8,616.37,2025-12-09,319,4.9,False,
FB001002,Outerwear,Uniqlo,Central,Indore,Flagship,Spring,M,Black,2546.29,0.7,2528.47,2025-11-23,153,2.8,False,
FB001003,Tops,Levis,Central,Indore,Outlet,Fall,XS,Red,1330.44,30.5,924.66,2025-07-31,11,2.4,False,
FB001004,Outerwear,Uniqlo,South,Hyderabad,Flagship,Summer,M,Red,2889.27,34.1,1904.03,2025-08-14,454,4.2,False,
FB001005,Tops,Levis,North,Delhi,Boutique,Spring,M,Green,1914.64,24.0,1455.13,2025-01-28,295,4.8,True,
FB001006,Tops,FabIndia,South,Chennai,Outlet,Winter,S,Brown,2191.51,38.7,1343.4,2025-11-19,194,3.3,True,Color Mismatch
FB001007,Dresses,Puma,South,Bangalore,Flagship,Summer,M,Grey,1109.72,34.6,725.76,2025-07-10,254,2.1,True,Late Delivery
FB001008,Bottoms,Nike,South,Bangalore,Boutique,Winter,XS,Red,2832.62,7.0,2634.34,2025-12-10,278,4.7,False,
FB001009,Bottoms,Zara,North,Jaipur,Boutique,Fall,XL,Black,1915.54,25.0,1436.65,2025-08-19,425,2.9,True,Damaged
FB001010,Bottoms,Zara,West,Ahmedabad,Boutique,Fall,S,Blue,2966.95,27.7,2145.1,2025-09-22,157,3.7,False,
FB001011,Bottoms,Nike,East,Kolkata,Outlet,Winter,L,Blue,567.42,31.0,391.52,2025-06-27,287,2.7,True,Damaged
FB001012,Shoes,Levis,West,Surat,Outlet,Fall,S,Black,2822.66,48.1,1464.96,2025-05-15,42,4.7,True,Late Delivery
FB001013,Accessories,Nike,East,Kolkata,Boutique,Spring,M,Grey,2346.41,18.4,1914.67,2025-09-08,70,3.9,False,
FB001014,Outerwear,Zara,Central,Indore,Flagship,Winter,XS,Blue,2113.19,16.5,1764.51,2025-03-01,44,4.5,True,
FB001015,Bottoms,Zara,East,Kolkata,Outlet,Winter,L,Brown,1416.05,30.5,984.15,2025-09-19,472,2.8,True,Late Delivery
FB001016,Tops,Uniqlo,North,Jaipur,Boutique,Winter,M,Pink,1654.2,13.7,1427.57,2025-02-22,429,3.8,True,Color Mismatch
FB001017,Bottoms,Nike,North,Jaipur,Outlet,Fall,XL,Grey,1146.13,34.8,747.28,2025-05-23,125,3.0,False,
FB001018,Outerwear,Uniqlo,South,Bangalore,Flagship,Summer,L,Green,2512.63,48.6,1291.49,2025-05-19,429,4.3,True,
FB001019,Outerwear,Levis,East,Kolkata,Flagship,Spring,S,Green,1357.13,24.4,1025.99,2025-04-13,180,2.5,False,
FB001020,Tops,Puma,South,Bangalore,Boutique,Winter,XS,White,1330.1,14.9,1131.92,2025-01-08,84,4.4,False,
FB001021,Outerwear,Adidas,West,Nagpur,Flagship,Fall,S,Red,1093.38,35.2,708.51,2025-12-15,36,4.1,True,Late Delivery
FB001022,Bottoms,Uniqlo,East,Kolkata,Outlet,Fall,S,Red,1273.48,33.1,851.96,2025-08-31,118,2.4,False,
FB001023,Dresses,Nike,Central,Indore,Flagship,Winter,M,White,2490.76,1.5,2453.4,2025-07-03,222,3.5,True,Size Issue
FB001024,Bottoms,Zara,North,Lucknow,Boutique,Spring,M,Pink,844.46,0.9,836.86,2025-05-08,382,3.8,False,
FB001025,Accessories,Uniqlo,East,Kolkata,Boutique,Winter,M,Grey,2310.42,6.1,2169.48,2025-08-31,464,2.5,False,
FB001026,Accessories,Puma,South,Bangalore,Boutique,Fall,XS,Brown,1850.37,29.2,1310.06,2025-07-12,406,3.1,True,Size Issue
FB001027,Accessories,Puma,South,Hyderabad,Outlet,Spring,XL,Grey,2391.96,40.7,1418.43,2025-01-18,345,3.6,False,
FB001028,Bottoms,Adidas,North,Jaipur,Outlet,Summer,XL,Blue,2906.14,44.6,1610.0,2025-11-07,237,4.5,False,
FB001029,Accessories,Puma,Central,Indore,Boutique,Winter,S,Pink,1361.34,3.2,1317.78,2025-07-30,328,2.2,False,
FB001030,Dresses,Uniqlo,North,Jaipur,Flagship,Summer,S,Red,2985.81,16.2,2502.11,2025-06-09,214,3.6,False,
FB001031,Tops,Zara,North,Lucknow,Boutique,Fall,XL,Blue,2771.41,24.2,2100.73,2025-07-19,396,2.1,False,
FB001032,Dresses,Levis,West,Pune,Flagship,Winter,M,Green,2924.99,25.8,2170.34,2025-10-09,354,4.6,True,
FB001033,Outerwear,Uniqlo,South,Hyderabad,Flagship,Fall,XL,Blue,839.82,25.7,623.99,2025-12-29,211,2.0,False,
FB001034,Dresses,H&M,East,Kolkata,Flagship,Fall,L,Blue,637.93,33.6,423.59,2025-12-13,224,3.8,False,
FB001035,Tops,Nike,South,Chennai,Boutique,Fall,XS,Brown,2264.17,22.5,1754.73,2025-03-16,313,3.5,True,Size Issue
FB001036,Shoes,H&M,West,Surat,Boutique,Spring,XL,Blue,2567.04,29.1,1820.03,2025-03-02,257,3.3,True,Size Issue
FB001037,Tops,Adidas,North,Jaipur,Outlet,Summer,S,Blue,2935.62,46.6,1567.62,2025-03-28,123,3.4,True,Damaged
FB001038,Tops,Puma,South,Bangalore,Boutique,Winter,XL,Pink,2420.34,11.4,2144.42,2025-02-07,61,3.0,False,
FB001039,Shoes,Nike,Central,Indore,Boutique,Winter,L,Green,1541.07,21.8,1205.12,2025-12-28,313,4.7,False,
FB001040,Outerwear,Zara,East,Kolkata,Flagship,Fall,L,Green,1679.14,3.5,1620.37,2025-01-15,410,2.9,True,Color Mismatch
FB001041,Shoes,H&M,East,Kolkata,Boutique,Winter,XL,White,978.71,5.3,926.84,2025-02-01,220,4.9,True,Size Issue
FB001042,Shoes,Adidas,Central,Indore,Outlet,Spring,S,Black,1623.41,45.7,881.51,2025-02-21,232,2.1,False,
FB001043,Bottoms,Zara,South,Bangalore,Outlet,Summer,XL,Brown,1848.83,35.5,1192.5,2025-12-05,94,2.5,True,Damaged
FB001044,Outerwear,Uniqlo,South,Chennai,Flagship,Fall,L,Grey,2554.06,31.5,1749.53,2025-07-10,341,2.7,True,
FB001045,Dresses,Allen Solly,North,Jaipur,Flagship,Winter,M,Brown,2810.39,34.8,1832.37,2025-07-05,484,4.5,False,
FB001046,Tops,Puma,West,Mumbai,Outlet,Winter,S,Blue,2367.9,45.1,1299.98,2025-03-07,286,2.8,True,Damaged
FB001047,Dresses,Nike,West,Mumbai,Flagship,Winter,XS,White,2354.4,42.9,1344.36,2025-04-18,160,3.2,True,Color Mismatch
FB001048,Tops,Zara,East,Kolkata,Outlet,Winter,XS,White,1633.3,48.4,842.78,2025-12-01,466,3.2,True,Late Delivery
FB001049,Outerwear,H&M,South,Hyderabad,Flagship,Winter,M,Red,1750.52,35.9,1122.08,2025-07-21,338,4.9,True,Color Mismatch
FB001050,Dresses,Nike,West,Surat,Flagship,Summer,M,Brown,2999.78,23.0,2309.83,2025-10-18,315,3.9,False,
FB001051,Bottoms,Nike,East,Kolkata,Outlet,Summer,M,White,1784.74,48.7,915.57,2025-01-12,427,2.7,False,
FB001052,Outerwear,Uniqlo,Central,Indore,Flagship,Spring,L,Blue,2500.76,18.5,2038.12,2025-01-18,291,2.1,True,Color Mismatch
FB001053,Outerwear,FabIndia,West,Pune,Flagship,Spring,M,Grey,1239.48,27.5,898.62,2025-12-21,353,4.5,False,
FB001054,Outerwear,Nike,West,Mumbai,Flagship,Spring,XS,Brown,962.61,48.6,494.78,2025-12-30,43,2.0,True,
FB001055,Shoes,Nike,Central,Indore,Boutique,Winter,XS,Red,2927.75,2.2,2863.34,2025-05-06,284,4.4,True,Color Mismatch
FB001056,Bottoms,Zara,East,Kolkata,Boutique,Fall,S,Red,2111.5,26.4,1554.06,2025-10-20,76,3.5,True,
FB001057,Shoes,Nike,Central,Indore,Boutique,Fall,M,White,2049.76,11.1,1822.24,2025-08-11,197,3.0,False,
FB001058,Outerwear,H&M,Central,Indore,Flagship,Winter,S,Red,1005.89,36.8,635.72,2025-05-10,39,2.0,True,Color Mismatch
FB001059,Accessories,Zara,West,Mumbai,Boutique,Fall,M,Red,1225.2,18.7,996.09,2025-08-21,275,4.9,True,Color Mismatch
FB001060,Shoes,FabIndia,South,Chennai,Outlet,Winter,M,Pink,2802.9,42.0,1625.68,2025-07-11,407,2.1,False,
FB001061,Tops,H&M,East,Kolkata,Boutique,Winter,L,Brown,2928.57,6.4,2741.14,2025-07-24,21,4.3,False,
FB001062,Accessories,H&M,Central,Indore,Outlet,Fall,S,Pink,2919.58,41.4,1710.87,2025-03-05,336,2.2,True,Damaged
FB001063,Tops,Levis,East,Kolkata,Boutique,Spring,S,Pink,1419.55,23.8,1081.7,2025-06-30,301,3.7,False,
FB001064,Bottoms,Zara,East,Kolkata,Boutique,Winter,S,Pink,2288.44,20.0,1830.75,2025-08-28,443,3.9,False,
FB001065,Bottoms,Puma,Central,Indore,Outlet,Spring,M,Green,2942.43,42.1,1703.67,2025-12-27,212,4.8,True,
FB001066,Shoes,Zara,South,Bangalore,Outlet,Summer,XS,Pink,2924.93,31.3,2009.43,2025-05-18,325,4.1,False,
FB001067,Bottoms,H&M,East,Kolkata,Outlet,Winter,S,White,2283.04,42.7,1308.18,2025-06-01,393,3.2,True,Late Delivery
FB001068,Tops,Levis,North,Delhi,Outlet,Summer,XS,White,1183.85,37.5,739.91,2025-06-06,453,2.5,True,Size Issue
FB001069,Bottoms,Levis,Central,Indore,Outlet,Summer,XS,Red,2885.52,35.1,1872.7,2025-07-22,99,2.1,True,Color Mismatch
FB001070,Shoes,Nike,Central,Indore,Boutique,Winter,XL,Blue,2018.07,5.7,1903.04,2025-09-13,457,4.0,False,
FB001071,Dresses,Allen Solly,North,Kanpur,Flagship,Fall,XS,White,814.67,18.6,663.14,2025-07-27,284,2.0,False,
FB001072,Tops,H&M,West,Nagpur,Boutique,Fall,XL,Green,1647.52,24.6,1242.23,2025-05-24,486,3.0,False,
FB001073,Outerwear,Adidas,North,Kanpur,Flagship,Winter,XS,Blue,2551.95,49.4,1291.29,2025-08-16,241,2.7,True,Damaged
FB001074,Outerwear,Zara,West,Nagpur,Flagship,Winter,L,Pink,1453.95,5.0,1381.25,2025-08-05,426,3.0,False,
FB001075,Tops,Nike,North,Jaipur,Boutique,Fall,M,Grey,2946.54,11.2,2616.53,2025-07-14,486,3.1,False,
FB001076,Outerwear,Levis,West,Pune,Flagship,Fall,L,Pink,683.61,42.7,391.71,2025-12-25,107,4.6,True,Size Issue
FB001077,Dresses,Nike,Central,Indore,Flagship,Fall,XL,Blue,1384.6,6.5,1294.6,2025-11-17,421,3.5,False,
FB001078,Tops,Levis,South,Chennai,Boutique,Fall,XL,White,902.48,0.7,896.16,2025-10-24,267,3.8,False,
FB001079,Accessories,FabIndia,West,Nagpur,Boutique,Summer,XS,Green,1799.23,15.6,1518.55,2025-12-09,187,2.8,False,
FB001080,Outerwear,Puma,West,Pune,Flagship,Spring,L,White,1155.25,9.1,1050.12,2025-12-12,244,2.3,True,Color Mismatch
FB001081,Tops,Nike,East,Kolkata,Boutique,Summer,XL,Blue,2862.62,14.6,2444.68,2025-12-14,207,4.1,False,
FB001082,Tops,Levis,North,Kanpur,Boutique,Fall,XL,Brown,1918.35,27.8,1385.05,2025-10-24,132,2.5,True,Color Mismatch
FB001083,Accessories,Adidas,South,Hyderabad,Boutique,Winter,XL,Red,1396.39,22.2,1086.39,2025-08-23,264,2.6,False,
FB001084,Dresses,FabIndia,South,Chennai,Flagship,Winter,XS,Green,1689.04,19.9,1352.92,2025-06-30,428,2.2,False,
FB001085,Tops,Adidas,North,Jaipur,Boutique,Spring,M,Grey,1303.74,6.5,1219.0,2025-08-06,151,3.0,False,
FB001086,Bottoms,H&M,West,Ahmedabad,Outlet,Winter,L,Pink,1290.57,36.8,815.64,2025-08-08,482,2.2,False,
FB001087,Shoes,Uniqlo,North,Delhi,Boutique,Summer,L,Grey,1256.84,17.0,1043.18,2025-09-18,118,2.4,False,
FB001088,Dresses,Puma,West,Ahmedabad,Flagship,Summer,S,Pink,1559.74,27.2,1135.49,2025-02-11,445,3.6,True,
FB001089,Tops,Adidas,North,Jaipur,Outlet,Winter,XS,Black,2973.86,34.7,1941.93,2025-10-21,412,2.0,False,
FB001090,Outerwear,H&M,North,Lucknow,Flagship,Spring,XL,Green,604.21,10.9,538.35,2025-05-19,478,3.9,False,
FB001091,Outerwear,FabIndia,North,Jaipur,Flagship,Winter,M,Brown,2919.34,39.5,1766.2,2025-09-04,116,2.0,False,
FB001092,Bottoms,Puma,East,Kolkata,Boutique,Spring,L,White,2530.0,28.4,1811.48,2025-01-10,98,2.7,False,
FB001093,Shoes,Levis,East,Kolkata,Boutique,Fall,XS,Green,1159.2,27.5,840.42,2025-05-06,135,4.6,True,Damaged
FB001094,Shoes,Allen Solly,North,Lucknow,Boutique,Winter,XL,Grey,2002.02,26.1,1479.49,2025-11-03,451,3.1,True,Color Mismatch
FB001095,Shoes,Zara,East,Kolkata,Boutique,Spring,XS,Grey,1863.88,1.7,1832.19,2025-12-20,411,4.3,False,
FB001096,Bottoms,Nike,East,Kolkata,Boutique,Fall,S,Grey,2237.95,6.5,2092.48,2025-04-30,313,4.7,True,
FB001097,Shoes,Uniqlo,West,Pune,Boutique,Summer,L,Black,1860.61,29.6,1309.87,2025-02-02,137,3.4,False,
FB001098,Accessories,Levis,North,Kanpur,Boutique,Spring,S,Red,2422.34,5.0,2301.22,2025-12-07,134,2.5,False,
FB001099,Dresses,Puma,East,Kolkata,Flagship,Summer,S,Blue,1637.35,36.3,1042.99,2025-09-26,113,4.6,False,
FB001100,Dresses,FabIndia,North,Kanpur,Flagship,Winter,S,White,2312.84,24.9,1736.94,2025-11-25,377,2.4,True,Color Mismatch
FB001101,Outerwear,Nike,West,Ahmedabad,Flagship,Spring,M,Black,1574.74,43.4,891.3,2025-07-07,392,4.0,True,Color Mismatch
FB001102,Tops,H&M,North,Delhi,Boutique,Spring,XL,Brown,1701.29,19.1,1376.34,2025-01-05,375,4.7,True,Size Issue
FB001103,Shoes,H&M,West,Nagpur,Boutique,Winter,XL,White,2928.41,7.6,2705.85,2025-02-12,108,4.7,True,Size Issue
FB001104,Bottoms,H&M,East,Kolkata,Boutique,Fall,XS,Brown,702.39,29.2,497.29,2025-07-25,194,2.2,False,
FB001105,Outerwear,H&M,East,Kolkata,Flagship,Winter,XS,Green,1563.63,3.2,1513.59,2025-09-18,13,3.7,True,Late Delivery
FB001106,Tops,Puma,East,Kolkata,Boutique,Winter,M,Black,1900.11,5.7,1791.8,2025-12-14,66,2.5,False,
FB001107,Tops,Allen Solly,East,Kolkata,Outlet,Summer,XS,Brown,2202.24,43.7,1239.86,2025-09-03,172,4.3,False,
FB001108,Tops,Adidas,West,Surat,Outlet,Spring,S,White,2538.0,44.0,1421.28,2025-06-04,232,3.7,True,
FB001109,Accessories,Allen Solly,South,Hyderabad,Boutique,Spring,XS,Blue,2123.42,13.3,1841.01,2025-06-15,177,4.5,False,
FB001110,Bottoms,Adidas,South,Bangalore,Boutique,Spring,L,Pink,1813.67,1.7,1782.84,2025-10-01,369,2.8,True,
FB001111,Accessories,H&M,Central,Indore,Boutique,Winter,S,Red,1660.06,3.2,1606.94,2025-11-02,58,4.0,True,Color Mismatch
FB001112,Shoes,H&M,South,Chennai,Outlet,Summer,XL,White,2455.7,34.9,1598.66,2025-06-12,62,3.0,True,Late Delivery
FB001113,Tops,Adidas,Central,Indore,Outlet,Winter,M,Brown,723.83,33.1,484.24,2025-07-11,243,2.4,True,Size Issue
FB001114,Outerwear,FabIndia,Central,Indore,Flagship,Summer,L,White,870.29,43.0,496.07,2025-04-18,413,2.2,False,
FB001115,Outerwear,Allen Solly,Central,Indore,Flagship,Spring,M,Brown,1800.99,47.1,952.72,2025-09-19,351,2.2,False,
FB001116,Dresses,Levis,South,Chennai,Flagship,Summer,L,Green,906.68,25.9,671.85,2025-04-30,196,3.8,False,
FB001117,Outerwear,Uniqlo,North,Kanpur,Flagship,Winter,XS,White,1686.09,17.9,1384.28,2025-04-15,303,4.6,True,Color Mismatch
FB001118,Dresses,Puma,East,Kolkata,Flagship,Fall,XL,Grey,1901.76,27.2,1384.48,2025-01-05,493,4.1,False,
FB001119,Bottoms,Zara,South,Hyderabad,Boutique,Summer,XL,Red,2477.14,1.0,2452.37,2025-05-30,343,2.4,True,
FB001120,Tops,Allen Solly,Central,Indore,Outlet,Winter,S,Blue,2104.79,42.1,1218.67,2025-10-01,199,2.1,True,Size Issue
FB001121,Tops,Levis,East,Kolkata,Boutique,Spring,M,Pink,768.86,21.9,600.48,2025-09-13,129,3.3,False,
FB001122,Accessories,Zara,South,Bangalore,Boutique,Summer,XS,Red,2158.65,25.0,1618.99,2025-06-12,283,2.9,False,
FB001123,Accessories,Levis,North,Lucknow,Boutique,Winter,M,Green,1939.57,6.6,1811.56,2025-12-16,240,3.3,True,Color Mismatch
FB001124,Accessories,Adidas,West,Pune,Boutique,Spring,L,Blue,808.72,15.1,686.6,2025-06-27,53,3.5,True,Size Issue
FB001125,Accessories,FabIndia,West,Pune,Boutique,Spring,M,Black,775.6,9.7,700.37,2025-07-10,151,4.9,True,Size Issue
FB001126,Outerwear,Nike,South,Hyderabad,Flagship,Spring,XL,Grey,2392.81,5.3,2265.99,2025-09-10,293,3.9,True,Color Mismatch
FB001127,Bottoms,Allen Solly,East,Kolkata,Outlet,Fall,XL,Brown,791.65,48.8,405.32,2025-12-04,150,4.0,True,Size Issue
FB001128,Shoes,Nike,East,Kolkata,Boutique,Winter,XL,Blue,2205.89,24.4,1667.65,2025-01-27,293,4.3,True,Size Issue
FB001129,Tops,Nike,West,Ahmedabad,Boutique,Spring,S,Grey,1033.23,7.3,957.8,2025-10-05,445,3.8,True,Late Delivery
