transaction_id,transaction_date,sku,product_category,store_id,warehouse_id,quantity_sold,unit_price,total_sales,reorder_threshold,expected_delivery_date,actual_delivery_date,delivery_status,supplier_name
TXN003298,2025-03-13,SKU0006,haircare,ST001,WH001,2,157.34,314.68,6,2025-03-18,2025-03-18,on_time,Supplier 5
TXN003299,2025-03-14,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-03-16,2025-03-16,on_time,Supplier 5
TXN003300,2025-03-15,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-03-19,2025-03-19,on_time,Supplier 5
TXN003301,2025-03-17,SKU0006,haircare,ST001,WH001,4,157.34,629.36,6,2025-03-19,2025-03-19,on_time,Supplier 5
TXN003302,2025-03-18,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-03-21,2025-03-21,on_time,Supplier 5
TXN003303,2025-03-19,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-03-21,2025-03-21,on_time,Supplier 5
TXN003304,2025-03-20,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-03-23,2025-03-23,on_time,Supplier 5
TXN003305,2025-03-21,SKU0006,haircare,ST001,WH001,3,157.34,472.02,6,2025-03-26,2025-03-26,on_time,Supplier 5
TXN003306,2025-03-22,SKU0006,haircare,ST001,WH001,2,157.34,314.68,6,2025-03-26,2025-03-26,on_time,Supplier 5
TXN003307,2025-03-23,SKU0006,haircare,ST001,WH001,4,157.34,629.36,6,2025-03-27,2025-03-27,on_time,Supplier 5
TXN003308,2025-03-24,SKU0006,haircare,ST001,WH001,2,157.34,314.68,6,2025-03-27,2025-03-27,on_time,Supplier 5
TXN003309,2025-03-25,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-03-27,2025-03-30,delayed,Supplier 5
TXN003310,2025-03-26,SKU0006,haircare,ST001,WH001,4,157.34,629.36,6,2025-03-28,2025-03-30,delayed,Supplier 5
TXN003311,2025-03-27,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-03-29,2025-03-29,on_time,Supplier 5
TXN003312,2025-03-28,SKU0006,haircare,ST001,WH001,3,157.34,472.02,6,2025-03-31,2025-04-02,delayed,Supplier 5
TXN003313,2025-03-29,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-04-02,2025-04-03,delayed,Supplier 5
TXN003314,2025-03-30,SKU0006,haircare,ST001,WH001,9,157.34,1416.06,6,2025-04-03,2025-04-03,on_time,Supplier 5
TXN003315,2025-03-31,SKU0006,haircare,ST001,WH001,3,157.34,472.02,6,2025-04-05,2025-04-05,on_time,Supplier 5
TXN003316,2025-04-02,SKU0006,haircare,ST001,WH001,4,157.34,629.36,6,2025-04-07,2025-04-07,on_time,Supplier 5
TXN003317,2025-04-03,SKU0006,haircare,ST001,WH001,2,157.34,314.68,6,2025-04-05,2025-04-05,on_time,Supplier 5
TXN003318,2025-04-04,SKU0006,haircare,ST001,WH001,8,157.34,1258.72,6,2025-04-10,2025-04-12,delayed,Supplier 5
TXN003319,2025-04-05,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-04-10,2025-04-10,on_time,Supplier 5
TXN003320,2025-04-06,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-04-12,2025-04-12,on_time,Supplier 5
TXN003321,2025-04-08,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-04-14,2025-04-14,on_time,Supplier 5
TXN003322,2025-04-09,SKU0006,haircare,ST001,WH001,4,157.34,629.36,6,2025-04-11,2025-04-11,on_time,Supplier 5
TXN003323,2025-04-10,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-04-15,2025-04-15,on_time,Supplier 5
TXN003324,2025-04-12,SKU0006,haircare,ST001,WH001,7,157.34,1101.38,6,2025-04-17,2025-04-17,on_time,Supplier 5
TXN003325,2025-04-13,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-04-16,2025-04-16,on_time,Supplier 5
TXN003326,2025-04-15,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-04-17,2025-04-17,on_time,Supplier 5
TXN003327,2025-04-16,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-04-18,2025-04-18,on_time,Supplier 5
TXN003328,2025-04-19,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-04-24,2025-04-24,on_time,Supplier 5
TXN003329,2025-04-20,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-04-24,2025-04-24,on_time,Supplier 5
TXN003330,2025-04-21,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-04-25,2025-04-25,on_time,Supplier 5
TXN003331,2025-04-22,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-04-25,2025-04-25,on_time,Supplier 5
TXN003332,2025-04-23,SKU0006,haircare,ST001,WH001,9,157.34,1416.06,6,2025-04-28,2025-04-28,on_time,Supplier 5
TXN003333,2025-04-24,SKU0006,haircare,ST001,WH001,3,157.34,472.02,6,2025-04-28,2025-04-28,on_time,Supplier 5
TXN003334,2025-04-25,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-04-30,2025-04-30,on_time,Supplier 5
TXN003335,2025-04-26,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-04-28,2025-04-28,on_time,Supplier 5
TXN003336,2025-04-27,SKU0006,haircare,ST001,WH001,4,157.34,629.36,6,2025-05-03,2025-05-03,on_time,Supplier 5
TXN003337,2025-04-28,SKU0006,haircare,ST001,WH001,4,157.34,629.36,6,2025-05-02,2025-05-02,on_time,Supplier 5
TXN003338,2025-04-29,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-05-01,2025-05-01,on_time,Supplier 5
TXN003339,2025-04-30,SKU0006,haircare,ST001,WH001,7,157.34,1101.38,6,2025-05-03,2025-05-03,on_time,Supplier 5
TXN003340,2025-05-01,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-05-05,2025-05-07,delayed,Supplier 5
TXN003341,2025-05-02,SKU0006,haircare,ST001,WH001,4,157.34,629.36,6,2025-05-07,2025-05-07,on_time,Supplier 5
TXN003342,2025-05-04,SKU0006,haircare,ST001,WH001,4,157.34,629.36,6,2025-05-09,2025-05-09,on_time,Supplier 5
TXN003343,2025-05-05,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-05-09,2025-05-09,on_time,Supplier 5
TXN003344,2025-05-06,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-05-11,2025-05-11,on_time,Supplier 5
TXN003345,2025-05-07,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-05-13,2025-05-13,on_time,Supplier 5
TXN003346,2025-05-08,SKU0006,haircare,ST001,WH001,4,157.34,629.36,6,2025-05-10,2025-05-12,delayed,Supplier 5
TXN003347,2025-05-09,SKU0006,haircare,ST001,WH001,3,157.34,472.02,6,2025-05-11,2025-05-11,on_time,Supplier 5
TXN003348,2025-05-10,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-05-15,2025-05-15,on_time,Supplier 5
TXN003349,2025-05-11,SKU0006,haircare,ST001,WH001,3,157.34,472.02,6,2025-05-17,2025-05-17,on_time,Supplier 5
TXN003350,2025-05-12,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-05-18,2025-05-18,on_time,Supplier 5
TXN003351,2025-05-13,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-05-17,2025-05-20,delayed,Supplier 5
TXN003352,2025-05-14,SKU0006,haircare,ST001,WH001,3,157.34,472.02,6,2025-05-19,2025-05-21,delayed,Supplier 5
TXN003353,2025-05-15,SKU0006,haircare,ST001,WH001,2,157.34,314.68,6,2025-05-18,2025-05-21,delayed,Supplier 5
TXN003354,2025-05-18,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-05-23,2025-05-23,on_time,Supplier 5
TXN003355,2025-05-19,SKU0006,haircare,ST001,WH001,7,157.34,1101.38,6,2025-05-24,2025-05-24,on_time,Supplier 5
TXN003356,2025-05-20,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-05-22,2025-05-22,on_time,Supplier 5
TXN003357,2025-05-21,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-05-25,2025-05-25,on_time,Supplier 5
TXN003358,2025-05-22,SKU0006,haircare,ST001,WH001,4,157.34,629.36,6,2025-05-24,2025-05-24,on_time,Supplier 5
TXN003359,2025-05-23,SKU0006,haircare,ST001,WH001,3,157.34,472.02,6,2025-05-28,2025-05-28,on_time,Supplier 5
TXN003360,2025-05-24,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-05-26,2025-05-26,on_time,Supplier 5
TXN003361,2025-05-25,SKU0006,haircare,ST001,WH001,7,157.34,1101.38,6,2025-05-31,2025-05-31,on_time,Supplier 5
TXN003362,2025-05-26,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-06-01,2025-06-01,on_time,Supplier 5
TXN003363,2025-05-27,SKU0006,haircare,ST001,WH001,7,157.34,1101.38,6,2025-06-02,2025-06-02,on_time,Supplier 5
TXN003364,2025-05-29,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-06-03,2025-06-03,on_time,Supplier 5
TXN003365,2025-05-30,SKU0006,haircare,ST001,WH001,7,157.34,1101.38,6,2025-06-04,2025-06-04,on_time,Supplier 5
TXN003366,2025-05-31,SKU0006,haircare,ST001,WH001,3,157.34,472.02,6,2025-06-04,2025-06-04,on_time,Supplier 5
TXN003367,2025-06-01,SKU0006,haircare,ST001,WH001,2,157.34,314.68,6,2025-06-03,2025-06-03,on_time,Supplier 5
TXN003368,2025-06-02,SKU0006,haircare,ST001,WH001,2,157.34,314.68,6,2025-06-08,2025-06-08,on_time,Supplier 5
TXN003369,2025-06-03,SKU0006,haircare,ST001,WH001,3,157.34,472.02,6,2025-06-09,2025-06-09,on_time,Supplier 5
TXN003370,2025-06-04,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-06-08,2025-06-11,delayed,Supplier 5
TXN003371,2025-06-05,SKU0006,haircare,ST001,WH001,2,157.34,314.68,6,2025-06-07,2025-06-07,on_time,Supplier 5
TXN003372,2025-06-06,SKU0006,haircare,ST001,WH001,2,157.34,314.68,6,2025-06-11,2025-06-11,on_time,Supplier 5
TXN003373,2025-06-07,SKU0006,haircare,ST001,WH001,7,157.34,1101.38,6,2025-06-13,2025-06-15,delayed,Supplier 5
TXN003374,2025-06-10,SKU0006,haircare,ST001,WH001,4,157.34,629.36,6,2025-06-15,2025-06-15,on_time,Supplier 5
TXN003375,2025-06-12,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-06-14,2025-06-14,on_time,Supplier 5
TXN003376,2025-06-13,SKU0006,haircare,ST001,WH001,5,157.34,786.7,6,2025-06-18,2025-06-18,on_time,Supplier 5
TXN003377,2025-06-14,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-06-16,2025-06-16,on_time,Supplier 5
TXN003378,2025-06-15,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-06-21,2025-06-21,on_time,Supplier 5
TXN003379,2025-06-18,SKU0006,haircare,ST001,WH001,3,157.34,472.02,6,2025-06-22,2025-06-22,on_time,Supplier 5
TXN003380,2025-06-19,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-06-21,2025-06-21,on_time,Supplier 5
TXN003381,2025-06-20,SKU0006,haircare,ST001,WH001,2,157.34,314.68,6,2025-06-22,2025-06-22,on_time,Supplier 5
TXN003382,2025-06-21,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-06-23,2025-06-23,on_time,Supplier 5
TXN003383,2025-06-22,SKU0006,haircare,ST001,WH001,1,157.34,157.34,6,2025-06-25,2025-06-27,delayed,Supplier 5
TXN003384,2025-06-23,SKU0006,haircare,ST001,WH001,3,157.34,472.02,6,2025-06-29,2025-06-29,on_time,Supplier 5
TXN003385,2025-06-24,SKU0006,haircare,ST001,WH001,6,157.34,944.04,6,2025-06-28,2025-07-01,delayed,Supplier 5
TXN003386,2025-06-25,SKU0006,haircare,ST001,WH001,3,157.34,472.02,6,2025-07-01,2025-07-03,delayed,Supplier 5
TXN003387,2025-06-26,SKU0006,haircare,ST001,WH001,2,157.34,314.68,6,2025-06-28,2025-06-28,on_time,Supplier 5
TXN003388,2025-06-28,SKU0006,haircare,ST001,WH001,4,157.34,629.36,6,2025-07-01,2025-07-04,delayed,Supplier 5
TXN003389,2025-06-30,SKU0006,haircare,ST001,WH001,2,157.34,314.68,6,2025-07-03,2025-07-03,on_time,Supplier 5
TXN003390,2025-01-01,SKU0006,haircare,ST008,WH001,3,157.34,472.02,8,2025-01-04,2025-01-04,on_time,Supplier 1
TXN003391,2025-01-02,SKU0006,haircare,ST008,WH001,1,157.34,157.34,8,2025-01-05,2025-01-05,on_time,Supplier 1
TXN003392,2025-01-03,SKU0006,haircare,ST008,WH001,2,157.34,314.68,8,2025-01-08,2025-01-08,on_time,Supplier 1
TXN003393,2025-01-04,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-01-09,2025-01-09,on_time,Supplier 1
TXN003394,2025-01-05,SKU0006,haircare,ST008,WH001,7,157.34,1101.38,8,2025-01-10,2025-01-11,delayed,Supplier 1
TXN003395,2025-01-06,SKU0006,haircare,ST008,WH001,7,157.34,1101.38,8,2025-01-08,2025-01-08,on_time,Supplier 1
TXN003396,2025-01-07,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-01-10,2025-01-10,on_time,Supplier 1
TXN003397,2025-01-08,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-01-12,2025-01-12,on_time,Supplier 1
TXN003398,2025-01-11,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-01-15,2025-01-15,on_time,Supplier 1
TXN003399,2025-01-12,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-01-16,2025-01-16,on_time,Supplier 1
TXN003400,2025-01-14,SKU0006,haircare,ST008,WH001,1,157.34,157.34,8,2025-01-20,2025-01-20,on_time,Supplier 1
TXN003401,2025-01-15,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-01-17,2025-01-17,on_time,Supplier 1
TXN003402,2025-01-16,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-01-19,2025-01-19,on_time,Supplier 1
TXN003403,2025-01-18,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-01-22,2025-01-22,on_time,Supplier 1
TXN003404,2025-01-19,SKU0006,haircare,ST008,WH001,2,157.34,314.68,8,2025-01-23,2025-01-23,on_time,Supplier 1
TXN003405,2025-01-21,SKU0006,haircare,ST008,WH001,1,157.34,157.34,8,2025-01-26,2025-01-27,delayed,Supplier 1
TXN003406,2025-01-22,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-01-24,2025-01-24,on_time,Supplier 1
TXN003407,2025-01-23,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-01-25,2025-01-25,on_time,Supplier 1
TXN003408,2025-01-24,SKU0006,haircare,ST008,WH001,2,157.34,314.68,8,2025-01-29,2025-01-29,on_time,Supplier 1
TXN003409,2025-01-25,SKU0006,haircare,ST008,WH001,7,157.34,1101.38,8,2025-01-30,2025-01-30,on_time,Supplier 1
TXN003410,2025-01-27,SKU0006,haircare,ST008,WH001,1,157.34,157.34,8,2025-01-29,2025-01-29,on_time,Supplier 1
TXN003411,2025-01-28,SKU0006,haircare,ST008,WH001,2,157.34,314.68,8,2025-02-02,2025-02-02,on_time,Supplier 1
TXN003412,2025-01-29,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-02-01,2025-02-02,delayed,Supplier 1
TXN003413,2025-01-31,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-02-05,2025-02-05,on_time,Supplier 1
TXN003414,2025-02-01,SKU0006,haircare,ST008,WH001,1,157.34,157.34,8,2025-02-03,2025-02-03,on_time,Supplier 1
TXN003415,2025-02-02,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-02-08,2025-02-08,on_time,Supplier 1
TXN003416,2025-02-03,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-02-08,2025-02-08,on_time,Supplier 1
TXN003417,2025-02-05,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-02-09,2025-02-09,on_time,Supplier 1
TXN003418,2025-02-06,SKU0006,haircare,ST008,WH001,1,157.34,157.34,8,2025-02-11,2025-02-11,on_time,Supplier 1
TXN003419,2025-02-08,SKU0006,haircare,ST008,WH001,3,157.34,472.02,8,2025-02-10,2025-02-11,delayed,Supplier 1
TXN003420,2025-02-09,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-02-11,2025-02-11,on_time,Supplier 1
TXN003421,2025-02-10,SKU0006,haircare,ST008,WH001,1,157.34,157.34,8,2025-02-15,2025-02-15,on_time,Supplier 1
TXN003422,2025-02-11,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-02-15,2025-02-15,on_time,Supplier 1
TXN003423,2025-02-12,SKU0006,haircare,ST008,WH001,7,157.34,1101.38,8,2025-02-17,2025-02-17,on_time,Supplier 1
TXN003424,2025-02-14,SKU0006,haircare,ST008,WH001,3,157.34,472.02,8,2025-02-17,2025-02-17,on_time,Supplier 1
TXN003425,2025-02-15,SKU0006,haircare,ST008,WH001,3,157.34,472.02,8,2025-02-20,2025-02-20,on_time,Supplier 1
TXN003426,2025-02-16,SKU0006,haircare,ST008,WH001,8,157.34,1258.72,8,2025-02-18,2025-02-18,on_time,Supplier 1
TXN003427,2025-02-17,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-02-19,2025-02-19,on_time,Supplier 1
TXN003428,2025-02-18,SKU0006,haircare,ST008,WH001,1,157.34,157.34,8,2025-02-23,2025-02-23,on_time,Supplier 1
TXN003429,2025-02-19,SKU0006,haircare,ST008,WH001,2,157.34,314.68,8,2025-02-21,2025-02-21,on_time,Supplier 1
TXN003430,2025-02-20,SKU0006,haircare,ST008,WH001,1,157.34,157.34,8,2025-02-22,2025-02-22,on_time,Supplier 1
TXN003431,2025-02-21,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-02-23,2025-02-23,on_time,Supplier 1
TXN003432,2025-02-23,SKU0006,haircare,ST008,WH001,2,157.34,314.68,8,2025-02-28,2025-02-28,on_time,Supplier 1
TXN003433,2025-02-24,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-02-26,2025-02-26,on_time,Supplier 1
TXN003434,2025-02-25,SKU0006,haircare,ST008,WH001,3,157.34,472.02,8,2025-02-27,2025-02-27,on_time,Supplier 1
TXN003435,2025-02-26,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-03-01,2025-03-01,on_time,Supplier 1
TXN003436,2025-02-27,SKU0006,haircare,ST008,WH001,2,157.34,314.68,8,2025-03-01,2025-03-01,on_time,Supplier 1
TXN003437,2025-02-28,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-03-04,2025-03-05,delayed,Supplier 1
TXN003438,2025-03-01,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-03-07,2025-03-07,on_time,Supplier 1
TXN003439,2025-03-02,SKU0006,haircare,ST008,WH001,8,157.34,1258.72,8,2025-03-07,2025-03-07,on_time,Supplier 1
TXN003440,2025-03-04,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-03-08,2025-03-08,on_time,Supplier 1
TXN003441,2025-03-06,SKU0006,haircare,ST008,WH001,3,157.34,472.02,8,2025-03-12,2025-03-15,delayed,Supplier 1
TXN003442,2025-03-07,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-03-11,2025-03-11,on_time,Supplier 1
TXN003443,2025-03-09,SKU0006,haircare,ST008,WH001,8,157.34,1258.72,8,2025-03-13,2025-03-13,on_time,Supplier 1
TXN003444,2025-03-11,SKU0006,haircare,ST008,WH001,3,157.34,472.02,8,2025-03-16,2025-03-16,on_time,Supplier 1
TXN003445,2025-03-12,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-03-18,2025-03-18,on_time,Supplier 1
TXN003446,2025-03-14,SKU0006,haircare,ST008,WH001,3,157.34,472.02,8,2025-03-18,2025-03-18,on_time,Supplier 1
TXN003447,2025-03-15,SKU0006,haircare,ST008,WH001,9,157.34,1416.06,8,2025-03-21,2025-03-21,on_time,Supplier 1
TXN003448,2025-03-17,SKU0006,haircare,ST008,WH001,3,157.34,472.02,8,2025-03-20,2025-03-20,on_time,Supplier 1
TXN003449,2025-03-18,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-03-22,2025-03-22,on_time,Supplier 1
TXN003450,2025-03-19,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-03-22,2025-03-22,on_time,Supplier 1
TXN003451,2025-03-20,SKU0006,haircare,ST008,WH001,2,157.34,314.68,8,2025-03-26,2025-03-26,on_time,Supplier 1
TXN003452,2025-03-21,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-03-24,2025-03-24,on_time,Supplier 1
TXN003453,2025-03-22,SKU0006,haircare,ST008,WH001,8,157.34,1258.72,8,2025-03-27,2025-03-30,delayed,Supplier 1
TXN003454,2025-03-23,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-03-29,2025-03-29,on_time,Supplier 1
TXN003455,2025-03-24,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-03-30,2025-03-30,on_time,Supplier 1
TXN003456,2025-03-25,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-03-29,2025-03-29,on_time,Supplier 1
TXN003457,2025-03-26,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-03-29,2025-03-29,on_time,Supplier 1
TXN003458,2025-03-27,SKU0006,haircare,ST008,WH001,2,157.34,314.68,8,2025-04-02,2025-04-02,on_time,Supplier 1
TXN003459,2025-03-28,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-04-01,2025-04-01,on_time,Supplier 1
TXN003460,2025-03-29,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-04-04,2025-04-04,on_time,Supplier 1
TXN003461,2025-03-30,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-04-03,2025-04-03,on_time,Supplier 1
TXN003462,2025-03-31,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-04-02,2025-04-02,on_time,Supplier 1
TXN003463,2025-04-02,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-04-07,2025-04-07,on_time,Supplier 1
TXN003464,2025-04-04,SKU0006,haircare,ST008,WH001,8,157.34,1258.72,8,2025-04-06,2025-04-06,on_time,Supplier 1
TXN003465,2025-04-06,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-04-12,2025-04-15,delayed,Supplier 1
TXN003466,2025-04-07,SKU0006,haircare,ST008,WH001,3,157.34,472.02,8,2025-04-10,2025-04-10,on_time,Supplier 1
TXN003467,2025-04-08,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-04-12,2025-04-13,delayed,Supplier 1
TXN003468,2025-04-09,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-04-15,2025-04-15,on_time,Supplier 1
TXN003469,2025-04-10,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-04-15,2025-04-15,on_time,Supplier 1
TXN003470,2025-04-11,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-04-17,2025-04-17,on_time,Supplier 1
TXN003471,2025-04-12,SKU0006,haircare,ST008,WH001,7,157.34,1101.38,8,2025-04-17,2025-04-17,on_time,Supplier 1
TXN003472,2025-04-13,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-04-15,2025-04-15,on_time,Supplier 1
TXN003473,2025-04-14,SKU0006,haircare,ST008,WH001,8,157.34,1258.72,8,2025-04-20,2025-04-20,on_time,Supplier 1
TXN003474,2025-04-15,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-04-17,2025-04-17,on_time,Supplier 1
TXN003475,2025-04-16,SKU0006,haircare,ST008,WH001,7,157.34,1101.38,8,2025-04-22,2025-04-22,on_time,Supplier 1
TXN003476,2025-04-17,SKU0006,haircare,ST008,WH001,3,157.34,472.02,8,2025-04-21,2025-04-21,on_time,Supplier 1
TXN003477,2025-04-18,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-04-22,2025-04-22,on_time,Supplier 1
TXN003478,2025-04-21,SKU0006,haircare,ST008,WH001,7,157.34,1101.38,8,2025-04-23,2025-04-23,on_time,Supplier 1
TXN003479,2025-04-22,SKU0006,haircare,ST008,WH001,3,157.34,472.02,8,2025-04-27,2025-04-27,on_time,Supplier 1
TXN003480,2025-04-23,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-04-26,2025-04-26,on_time,Supplier 1
TXN003481,2025-04-24,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-04-29,2025-04-29,on_time,Supplier 1
TXN003482,2025-04-25,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-05-01,2025-05-02,delayed,Supplier 1
TXN003483,2025-04-26,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-05-01,2025-05-01,on_time,Supplier 1
TXN003484,2025-04-28,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-04-30,2025-04-30,on_time,Supplier 1
TXN003485,2025-04-29,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-05-01,2025-05-01,on_time,Supplier 1
TXN003486,2025-04-30,SKU0006,haircare,ST008,WH001,7,157.34,1101.38,8,2025-05-02,2025-05-02,on_time,Supplier 1
TXN003487,2025-05-01,SKU0006,haircare,ST008,WH001,5,157.34,786.7,8,2025-05-03,2025-05-03,on_time,Supplier 1
TXN003488,2025-05-02,SKU0006,haircare,ST008,WH001,9,157.34,1416.06,8,2025-05-06,2025-05-06,on_time,Supplier 1
TXN003489,2025-05-03,SKU0006,haircare,ST008,WH001,8,157.34,1258.72,8,2025-05-07,2025-05-07,on_time,Supplier 1
TXN003490,2025-05-04,SKU0006,haircare,ST008,WH001,11,157.34,1730.74,8,2025-05-08,2025-05-08,on_time,Supplier 1
TXN003491,2025-05-05,SKU0006,haircare,ST008,WH001,2,157.34,314.68,8,2025-05-10,2025-05-10,on_time,Supplier 1
TXN003492,2025-05-07,SKU0006,haircare,ST008,WH001,6,157.34,944.04,8,2025-05-09,2025-05-09,on_time,Supplier 1
TXN003493,2025-05-08,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-05-11,2025-05-11,on_time,Supplier 1
TXN003494,2025-05-09,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-05-15,2025-05-15,on_time,Supplier 1
TXN003495,2025-05-11,SKU0006,haircare,ST008,WH001,9,157.34,1416.06,8,2025-05-14,2025-05-14,on_time,Supplier 1
TXN003496,2025-05-12,SKU0006,haircare,ST008,WH001,2,157.34,314.68,8,2025-05-18,2025-05-18,on_time,Supplier 1
TXN003497,2025-05-13,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-05-15,2025-05-15,on_time,Supplier 1
TXN003498,2025-05-14,SKU0006,haircare,ST008,WH001,1,157.34,157.34,8,2025-05-19,2025-05-19,on_time,Supplier 1
TXN003499,2025-05-15,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-05-18,2025-05-18,on_time,Supplier 1
TXN003500,2025-05-16,SKU0006,haircare,ST008,WH001,13,157.34,2045.42,8,2025-05-21,2025-05-21,on_time,Supplier 1
TXN003501,2025-05-17,SKU0006,haircare,ST008,WH001,4,157.34,629.36,8,2025-05-21,2025-05-21,on_time,Supplier 1
